node	file	split	source	url	licence	licence_receipt	parent	title	sha256	bytes	band	role	src1	src2	cut_end	cut_k	cut_span	share	glue_order	paras	runes
valletta-maltese	excerpt-068.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Lingwa_Kopta	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q36155.md	Lingwa Kopta	4b55a247c4f8a43bd2402a8dce1093ba827eaac523821359fb0adeee848272a9	1701	m	keep	excerpt-068.txt							4	1577
valletta-maltese	excerpt-069.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Lingwa_Kopta	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q36155.md	Lingwa Kopta	cec4f0eaf9ef0aac83c78d77807436d8d68a109e55eb508ce8891ffb257b56a1	1920	m	keep	excerpt-069.txt							8	1776
valletta-maltese	excerpt-070.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Spirtu_s-Santu	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q37302.md	Spirtu s-Santu	44d40f822c9997842b33052b10a6af8428500cd6c9d128b99cf708a85520c390	2947	l	receiver	excerpt-070.txt	excerpt-061.txt	tail	4	3-6	0.2225	receiver	8	2758
valletta-maltese	excerpt-071.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Spirtu_s-Santu	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q37302.md	Spirtu s-Santu	c342823306b86415438bab5c2c3eb3e3465f646042d239cda35a79d09c0f4b4a	2032	m	keep	excerpt-071.txt							3	1890
valletta-maltese	excerpt-072.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Anna_Frank	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q4583.md	Anna Frank	322f8eeaa5e84f01a40f269a054a60938b7ea1d3ee9a1748e8335d67e0b0beba	826	s	donor	excerpt-072.txt		head	2	1-2	0.4376		2	757
valletta-maltese	excerpt-073.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Stoj%C4%8Bi%C5%BCmu	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q48235.md	Stojċiżmu	107200a825ca0083003c9d690002179d39ce87c34e02ec74527a4ae663302090	361	s	donor	excerpt-073.txt		head	1	1-1	0.1884		1	330
valletta-maltese	excerpt-074.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Stoj%C4%8Bi%C5%BCmu	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q48235.md	Stojċiżmu	c167375a706bd4a277bf529947dde35f5fa313030add71df5679c9d9bfd3b487	3426	l	receiver	excerpt-074.txt	excerpt-036.txt	tail	1	5-5	0.3700	receiver	8	3157
valletta-maltese	excerpt-075.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Francis_Ebejer	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P1121.md	Francis Ebejer	6cbc1eedcf513650723399738355049bfd6fd1cd185fcf7978c3704f160d1cd2	3226	l	receiver	excerpt-075.txt	excerpt-029.txt	tail	1	5-5	0.2348	remainder	9	2850
valletta-maltese	excerpt-076.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Francis_Ebejer	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P1121.md	Francis Ebejer	ac4fdeddfe24f9a00930c2ba47b4bafebf228d89a28a63e2056d1fa17592de41	3480	l	receiver	excerpt-076.txt	excerpt-056.txt	tail	6	18-23	0.2936	receiver	28	3104
valletta-maltese	excerpt-077.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Repubblika_tal-Ma%C4%8Bedonja_ta%27_Fuq	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q221.md	Repubblika tal-Maċedonja ta' Fuq	10da0b7e241f7f47ea53699660933fc946841f06eebc8b90a9b24a5b97c4374a	3244	l	receiver	excerpt-077.txt	excerpt-086.txt	head	1	1-1	0.2393	remainder	9	2895
valletta-maltese	excerpt-078.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Repubblika_tal-Ma%C4%8Bedonja_ta%27_Fuq	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q221.md	Repubblika tal-Maċedonja ta' Fuq	24f45fce3fb18c9717b36e94d57f7cad69bf3231515a722338f8545a480f0d6c	3063	l	receiver	excerpt-078.txt	excerpt-019.txt	head	1	1-1	0.5717	receiver	4	2784
valletta-maltese	excerpt-079.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Arg-%C3%A9_Bam	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q43277.md	Arg-é Bam	28da5e1ac86a17a0952edaff1be04d876220b0643c36cb36667bd4b25dc86238	711	s	donor	excerpt-079.txt		head	2	1-2	0.3600		2	587
valletta-maltese	excerpt-080.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Arg-%C3%A9_Bam	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q43277.md	Arg-é Bam	40cb1a2f21b276d9d2b942cba4a76bbff7ea1ecce8804e920b4c562214daf2c3	377	s	donor	excerpt-080.txt		head	3	1-3	0.2035		3	337
valletta-maltese	excerpt-081.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/I%C5%BClanda	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q189.md	Iżlanda	966524c0110e3bf777646c931afd07a5da2d7e400ce14d15c5dc75b76463bf30	1243	s	donor	excerpt-081.txt		tail	1	2-2	0.5086		1	1135
valletta-maltese	excerpt-082.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/I%C5%BClanda	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q189.md	Iżlanda	95f39e199fb47391a90228b61fc60bab77e8fca92175abb8eabdb0b6b064c331	3375	l	receiver	excerpt-082.txt	excerpt-033.txt	tail	2	5-6	0.2532	remainder	6	3126
valletta-maltese	excerpt-083.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Thomas_Edison	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8743.md	Thomas Edison	f0739db400902ff2d016b14b125977fbc6845e41484b0cf41d8fc940191eade7	1759	m	keep	excerpt-083.txt							4	1606
valletta-maltese	excerpt-084.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Thomas_Edison	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8743.md	Thomas Edison	b8b2fc8e07cdfc93c5fe7370f3ceafebd5a61225fe10b424f4d63b963b0de53b	2715	l	receiver	excerpt-084.txt	excerpt-042.txt	tail	1	4-4	0.5066	remainder	12	2361
valletta-maltese	excerpt-085.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Xjenza_tal-materjali	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q228736.md	Xjenza tal-materjali	7e69656b204b6b147c6bc71c36ae038c4e245352dcbf51a3b063b6dc85b0e2e1	2994	l	receiver	excerpt-085.txt	excerpt-081.txt	tail	1	2-2	0.5086	remainder	5	2786
valletta-maltese	excerpt-086.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Palaw	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q695.md	Palaw	3d991fc3e6afd065abda0ef427faeaab0f3571589a0c62bd38d93915314412a6	437	s	donor	excerpt-086.txt		head	1	1-1	0.2393		1	396
valletta-maltese	excerpt-087.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Palaw	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q695.md	Palaw	6b826a35893884b21269a7a5407fa8d36076fd6e1da09a7d8464dc2389762b21	1768	m	keep	excerpt-087.txt							3	1637
valletta-maltese	excerpt-088.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Alexander_Pushkin	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7200.md	Alexander Pushkin	c7dd1ee1de7db343a1d6287ec260b04f986b6a11713158544d1ef1ad4bf90dd8	743	s	donor	excerpt-088.txt		head	2	1-2	0.3773		2	677
valletta-maltese	excerpt-089.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Alexander_Pushkin	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7200.md	Alexander Pushkin	7c052541e882c6c82ee044a622369df812bd106dcab037be16d1897804c1a38c	3934	l	receiver	excerpt-089.txt	excerpt-050.txt	tail	1	3-3	0.1731	remainder	6	3620
valletta-maltese	excerpt-090.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Lesoto	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1013.md	Lesoto	dea7c54c93f8816bc0e006599f066eee7edf3a76d6a055c245ccbf397040625a	513	s	donor	excerpt-090.txt		head	2	1-2	0.2866		2	456
valletta-maltese	excerpt-091.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Lesoto	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1013.md	Lesoto	1d97d499a8d56838b864ce01eab56a95abbf2dface49042beab6cdf5bbb413c4	3022	l	receiver	excerpt-091.txt	excerpt-096.txt	head	1	1-1	0.3673	remainder	8	2741
valletta-maltese	excerpt-092.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/O%C4%8Beanja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q55643.md	Oċeanja	2af16ae14ef321b578506f3d1288eb27e49318fd5644924ed0c556ab2643b4a6	3088	l	receiver	excerpt-092.txt	excerpt-097.txt	tail	2	6-7	0.1787	remainder	16	2830
valletta-maltese	excerpt-093.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/O%C4%8Beanja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q55643.md	Oċeanja	ac6f2cc8f390263e984c2ea844087d907d38a4d17c7686874773d8f84d6e2cb0	1869	m	keep	excerpt-093.txt							19	1762
valletta-maltese	excerpt-094.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Laos	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q819.md	Laos	6bb964fccff5216597bcc467aa25ad60d4973eb4194e2fb2ad19c0a639fb78bb	1884	m	keep	excerpt-094.txt							5	1629
valletta-maltese	excerpt-095.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Laos	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q819.md	Laos	225778c687592ddd6c826b1c8e38399e8b8774132375de1ce6d7c2915f90135b	1575	s	donor	excerpt-095.txt		tail	1	3-3	0.5910		1	1431
valletta-maltese	excerpt-096.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Sivilja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8717.md	Sivilja	a0be5d847a84598745852d6f38a8b3c1f79cee85337e6dfa1e5827026d34d863	644	s	donor	excerpt-096.txt		head	1	1-1	0.3673		1	578
valletta-maltese	excerpt-097.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Sivilja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8717.md	Sivilja	b1428651c4552a0e09c5e3b92cf3d06e417f8565d637fc81b52cad95e36cdf7e	304	s	donor	excerpt-097.txt		tail	2	6-7	0.1787		2	284
valletta-maltese	excerpt-098.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Dun_Karm_Psaila	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P955.md	Dun Karm Psaila	afadbeeaaa19e79b60c76f05bf39c7911dbf141d9dd29f678e740d9b9b0bc3ce	589	s	donor	excerpt-098.txt		tail	1	5-5	0.2830		1	541
valletta-maltese	excerpt-099.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Dun_Karm_Psaila	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P955.md	Dun Karm Psaila	062686f084787d431e7275b9cd5dec8fe5922157f116e99ed624747cdaf3f008	790	s	donor	excerpt-099.txt		tail	2	3-4	0.4184		2	695
valletta-maltese	excerpt-100.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Surinam	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q730.md	Surinam	cd396eeef563821b35c3aa4865c347f7ee250860b50d1e41775c282f34ab813c	1722	m	keep	excerpt-100.txt							7	1541
valletta-maltese	excerpt-101.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Maja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q28567.md	Maja	9090db9d602edb4ee81b72ffbfc43a9f804081d5913ae281444e84c9a6ee9091	1766	m	keep	excerpt-101.txt							4	1641
valletta-maltese	excerpt-102.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Maja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q28567.md	Maja	d6cfefab6e84f5b92a4f2e7db09b50b208f0d1ba60b9c14ca0035ad7eae86bed	1860	m	keep	excerpt-102.txt							4	1736
valletta-maltese	excerpt-103.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Trojja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q22647.md	Trojja	6d9316cb30ad1cd2876a1a6865df4bf15870cccf7ca24aeae6baa6fd44f1de03	1854	m	keep	excerpt-103.txt							3	1717
valletta-maltese	excerpt-104.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Akkademja_tal-Malti	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P2185.md	Akkademja tal-Malti	4930ff386ce3f5e24cd64677a059d17830c1749ad62efc16ec545fe40addfeea	1657	m	keep	excerpt-104.txt							6	1521
valletta-maltese	excerpt-105.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Baku	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9248.md	Baku	04a5195709e9f3501082f279c1bec609398a6a7e99d4e27196c49c04559618ab	540	s	donor	excerpt-105.txt		head	3	1-3	0.2818		3	433
valletta-maltese	excerpt-106.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Baku	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9248.md	Baku	9bebf87624d9610d05df3ecda92de3369e756ffa496dd5ab90d094593c1a854a	3424	l	receiver	excerpt-106.txt	excerpt-114.txt	head	2	1-2	0.4641	receiver	10	3057
valletta-maltese	excerpt-107.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Universit%C3%A0_Nazzjonali_Awtonoma_tal-Messiku	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q222738.md	Università Nazzjonali Awtonoma tal-Messiku	a0367c04dcc36ac2b0a8452d2aae0e2096161962ca2dd1db069c117b6244339f	1038	s	donor	excerpt-107.txt		head	1	1-1	0.5985		1	972
valletta-maltese	excerpt-108.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Universit%C3%A0_Nazzjonali_Awtonoma_tal-Messiku	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q222738.md	Università Nazzjonali Awtonoma tal-Messiku	eeb7c6deea59c65659632dc5afddd873639107880fb2fccfd9f8046b8a3b2b80	1248	s	donor	excerpt-108.txt		head	1	1-1	0.5301		1	1148
valletta-maltese	excerpt-109.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Arkitettura_f%27Malta	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P3199.md	Arkitettura f'Malta	7c128d8667b302bc87953384cfb56f6ab13991e1ab6b32aa5ee88ef0d468e91a	1973	m	keep	excerpt-109.txt							3	1813
valletta-maltese	excerpt-110.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Arkitettura_f%27Malta	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P3199.md	Arkitettura f'Malta	570182a80106c5f7e25af5b1d3b47b7e9b138bebd8b1554d5f5488a15fbb6ff7	3222	l	receiver	excerpt-110.txt	excerpt-122.txt	tail	2	5-6	0.2955	receiver	6	2958
valletta-maltese	excerpt-111.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Luigi_Pirandello	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1403.md	Luigi Pirandello	8dd9e43267cf37764a3bf07c73de9f289d33f5b6913c2b981df2c312bddb9d68	4112	l	receiver	excerpt-111.txt	excerpt-134.txt	head	1	1-1	0.1808	receiver	5	3802
valletta-maltese	excerpt-112.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Luigi_Pirandello	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1403.md	Luigi Pirandello	45ce4824d41e163a0f97e5d09939c45f4509fbfd4fa0cbcfd6df26f27dd376dc	3395	l	receiver	excerpt-112.txt	excerpt-138.txt	head	1	1-1	0.2300	receiver	7	3173
valletta-maltese	excerpt-113.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Knisja_Kattolika	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9592.md	Knisja Kattolika	619582a1d801431d6ae7d3321591ebcbd4fa3742f7858085abb5c43a6e75ef09	497	s	donor	excerpt-113.txt		head	2	1-2	0.2711		2	453
valletta-maltese	excerpt-114.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Knisja_Kattolika	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9592.md	Knisja Kattolika	bb2f29055b500c375143d0e033b69b741406d5d620b19df53116635830e044ed	1199	s	donor	excerpt-114.txt		head	2	1-2	0.4641		2	870
valletta-maltese	excerpt-115.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Igor%27_Stravinskij	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7314.md	Igor' Stravinskij	5feba4878cd735980adf9298c94409bd582ad8f5a9b8a5146f3b674741655a27	2664	m	keep	excerpt-115.txt							3	2421
valletta-maltese	excerpt-116.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Igor%27_Stravinskij	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7314.md	Igor' Stravinskij	a06d53effb802a2a648ec2a62b755571482fc04b79e392bca266c27d0e7b543f	2788	l	receiver	excerpt-116.txt	excerpt-107.txt	head	1	1-1	0.5985	remainder	4	2512
valletta-maltese	excerpt-117.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Astronomija	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q333.md	Astronomija	02e8839ca2a477c8ad5c3c6f3b3951ca5949d5679f1bc90e254e596d2e6d3094	1887	m	keep	excerpt-117.txt							3	1718
valletta-maltese	excerpt-118.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Astronomija	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q333.md	Astronomija	ba49e2040902715894e68945fe7f73255cfd5afd9d9cb2f333493c811ee1aac0	2736	l	receiver	excerpt-118.txt	excerpt-108.txt	head	1	1-1	0.5301	receiver	7	2546
valletta-maltese	excerpt-119.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Santwarju_ta%27_Itsukushima	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q191763.md	Santwarju ta' Itsukushima	33bf2010fa889a05f23b9208014fc54f4a2d6cf5e243aedbcb33b1cd6d80993a	2417	m	keep	excerpt-119.txt							5	2228
valletta-maltese	excerpt-120.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Santwarju_ta%27_Itsukushima	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q191763.md	Santwarju ta' Itsukushima	15587800cf6bc896ca905ad12be481d986c751a3b5b9457837efeb2c3566f700	2307	m	keep	excerpt-120.txt							4	2160
valletta-maltese	excerpt-121.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Burundi	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q967.md	Burundi	fa53b567d05bb99f3260dc22f7b54f2b2ddc3a394ba63144f695f34d192c05df	1743	m	keep	excerpt-121.txt							11	1529
valletta-maltese	excerpt-122.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Neolitiku	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q36422.md	Neolitiku	844e804ec081566e83decb9c597ea137732b7ab4922863bb387e277af65d4a8c	642	s	donor	excerpt-122.txt		tail	2	5-6	0.2955		2	573
valletta-maltese	excerpt-123.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Albrecht_D%C3%BCrer	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5580.md	Albrecht Dürer	f49228ea90b88d021693cbda75a22e6f2d61d37ced97ac7f1c4a64ada10798eb	3943	l	receiver	excerpt-123.txt	excerpt-127.txt	head	1	1-1	0.2620	receiver	6	3616
valletta-maltese	excerpt-124.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Albrecht_D%C3%BCrer	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5580.md	Albrecht Dürer	547f5f128cbc4e83b980a88f52414d061614ed6e7a49c480bbe930b393426c42	418	s	donor	excerpt-124.txt		head	1	1-1	0.1853		1	366
valletta-maltese	excerpt-125.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Mary_Cassatt	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q173223.md	Mary Cassatt	ab6ab66f30846ad53170ebba41f5f47b7159a8aa4818abb64c7aba521415f53f	3407	l	receiver	excerpt-125.txt	excerpt-124.txt	head	1	1-1	0.1853	remainder	5	3112
valletta-maltese	excerpt-126.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Mary_Cassatt	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q173223.md	Mary Cassatt	6575b97a84beffeee164b44772e17ae4fffe36233598d07b44f18773728b9d1a	3704	l	receiver	excerpt-126.txt	excerpt-105.txt	head	3	1-3	0.2818	remainder	7	3436
valletta-maltese	excerpt-127.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/G%C5%BCejjer_Galapagos	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q38095.md	Gżejjer Galapagos	00fba8242e7c33d03966e76a90cd806fc732f60c2ff731b70689ce4b52ed658b	646	s	donor	excerpt-127.txt		head	1	1-1	0.2620		1	599
valletta-maltese	excerpt-128.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/G%C5%BCejjer_Galapagos	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q38095.md	Gżejjer Galapagos	8abc4ea76f8cdb011f2fb0465b7dc389e97eb68df97ea847cb8b80a8ecdec6f9	665	s	donor	excerpt-128.txt		tail	1	2-2	0.3686		1	619
valletta-maltese	excerpt-129.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kristofru_Kolombu	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7322.md	Kristofru Kolombu	a26abd87de1c802daf2176ee71549884f5fd7e929e1840f619358a9c241d3eeb	2033	m	keep	excerpt-129.txt							5	1831
valletta-maltese	excerpt-130.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Benito_Mussolini	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q23559.md	Benito Mussolini	0e7f546ffab01c2345d275d65903ad4dc3b4c62be7602949a5987f3db4de77f6	2209	m	keep	excerpt-130.txt							3	1998
valletta-maltese	excerpt-131.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kompjuter_kwantistiku	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q176555.md	Kompjuter kwantistiku	ddbd00da40e5a04b73d5e9f986899e3054315848243a611a9116281be7cca7dc	2304	m	keep	excerpt-131.txt							3	2138
valletta-maltese	excerpt-132.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kompjuter_kwantistiku	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q176555.md	Kompjuter kwantistiku	05f84c623d0f414f05ad5c4e1878573450145742e3bc56c52e5a5cd8cd3ee238	1727	m	keep	excerpt-132.txt							2	1586
valletta-maltese	excerpt-133.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Ren%C3%A9_Descartes	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9191.md	René Descartes	755eadfbaad53a8fee723b5ecf7f2380c97bfda996e2d2b9983b63dd1d0e3d22	3320	l	receiver	excerpt-133.txt	excerpt-145.txt	tail	2	9-10	0.2974	receiver	12	2981
valletta-maltese	excerpt-134.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Ren%C3%A9_Descartes	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9191.md	René Descartes	73ac3d8675c0e542f92f5207873367d8f54bf118fd8454c69c1277bebe58d925	359	s	donor	excerpt-134.txt		head	1	1-1	0.1808		1	338
valletta-maltese	excerpt-135.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Plutone_(mitolo%C4%A1ija)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q152262.md	Plutone (mitoloġija)	bad136e3ddae9b340e9a170c052a8e42d7cf0aafcf2b92892ac3d3cfda263154	3229	l	receiver	excerpt-135.txt	excerpt-113.txt	head	2	1-2	0.2711	receiver	11	2840
valletta-maltese	excerpt-136.txt	exam	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Michail_Glinka	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q181885.md	Michail Glinka	60981bc169378f8550755cf875bbb83443f837ff157f162bc95a27f677801ffb	4100	l	receiver	excerpt-136.txt	excerpt-150.txt	tail	1	5-5	0.4059	remainder	7	3760
